Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,5.69,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,4.55,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,6.07,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,6.57,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,12.28,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,5.17,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,102.49,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,24.07,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,8.59,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,2.85,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,2.34,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,2,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,1.87,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,1.78,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,2.06,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,2.1,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,2.18,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,2.38,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,2.33,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,1.69,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,2.65,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,1.78,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,2.13,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,1.86,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,1.68,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,1.47,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,1.54,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,1.32,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,1.29,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,1.2,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,1.13,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,1,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,0.94,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,0.88,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,0.82,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,0.61,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,0.85,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,0.51,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,0.7,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,0.63,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,0.57,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,3.83,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,3.13,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,32.18,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,32.01,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,28.88,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,29.8,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,27.94,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,25.45,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,24.34,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,22.7,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,20.18,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,20.4,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,18.24,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,17.78,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,22.29,Kilotonnes,Carbon dioxide equivalents
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,15.65,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,3.68,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,3.47,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,2.52,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,2.19,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,2.02,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,2.08,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,1.79,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,1.96,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,2.3,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,2.1,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,1.52,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,2.2,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,1.5,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,2.01,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,2.02,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,1.83,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,5.11,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,4.78,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,3.66,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,3.28,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,3.05,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,3.07,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,3.34,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,3.73,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,3.04,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,3.01,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,2.21,Kilotonnes,Carbon dioxide equivalents
